Wiek,Średnie Zarobki,Czas Początkowy Podróży,Czas Końcowy Podróży,Płeć,Wykształcenie,Cel Podróży
1.0418405798258623,-1.5609946324963992,1.9597367458087847,-1.5643513008740202,Kobieta,Średnie,Rozrywka
1.236540657704165,1.338730321014439,1.1337143542655472,1.1825425908220033,Mężczyzna,Podstawowe,Rozrywka
0.06834019043434841,0.9202448324921211,-0.7203790713566837,1.0403828067776348,Mężczyzna,Podstawowe,Praca
0.2630402683126512,-0.0751457820106162,-1.6147414449340738,1.0931195008586103,Mężczyzna,Wyższe,Rozrywka
1.0418405798258623,-1.5166259320240907,-0.3222243934185764,0.146151907143704,Kobieta,Średnie,Edukacja
0.6524404240692567,1.16657646154448,1.3001073540008756,-1.7386116813155041,Mężczyzna,Średnie,Edukacja
0.9120405279069939,1.2510069944145479,-0.5361582502211415,1.2100573877338165,Kobieta,Wyższe,Inne
0.7173404500286911,1.6257104126814195,-0.12908966158292734,0.46945077085750975,Mężczyzna,Średnie,Edukacja
-0.5806600691599942,-0.1893735924286275,-1.3651519453310812,0.17595960379816836,Kobieta,Średnie,Edukacja
-1.2296603287543368,1.2661060897450356,-1.5107458200994937,-0.3376499385556791,Kobieta,Podstawowe,Praca
-0.9051601989571655,1.0990550287946144,-1.5701718914335394,0.4488146731736498,Kobieta,Podstawowe,Edukacja
-0.32105996532225717,0.02431604470758813,0.5691666765921115,-1.2639814345867255,Mężczyzna,Wyższe,Edukacja
0.13324021639378267,0.2092519575459568,-0.013208822481537914,1.3224094751237208,Kobieta,Średnie,Edukacja
1.3014406836635994,0.7351379420026067,-0.36085133978570616,-0.048744570981639916,Kobieta,Wyższe,Rozrywka
-1.4243604066326396,-0.6149310703491965,0.7920144440947835,-0.7893511878579468,Kobieta,Średnie,Rozrywka
1.1716406317447308,0.46229593335105296,-1.5523440700333258,0.45798627214425425,Kobieta,Wyższe,Praca
-0.2561599393628229,0.01992073991692893,-1.6117701413673715,-1.0553275580054748,Kobieta,Podstawowe,Edukacja
-1.2296603287543368,-0.34019946386342936,1.0326900329976691,1.437054462256276,Kobieta,Średnie,Rozrywka
0.3928403202315197,-1.6546048964986693,0.5305397302249817,0.9417881178436374,Kobieta,Wyższe,Edukacja
-0.8402601729977313,-1.3610598526058013,0.4562571410574244,1.2742585805280475,Kobieta,Średnie,Inne
0.5226403721503883,1.7626870943734196,-0.054807072415370015,0.714791043321178,Kobieta,Średnie,Edukacja
0.457740346190954,0.5069653186581353,-0.9461981424260579,0.46486497137220756,Kobieta,Podstawowe,Praca
0.19814024235321692,-0.015241698408344662,1.1040013185985242,1.2536224828441875,Mężczyzna,Średnie,Praca
0.3928403202315197,0.47497481055066765,0.1442702665536836,1.3361668735796275,Mężczyzna,Średnie,Zakupy
1.1067406057852966,-0.879725337834754,-0.8214033926245616,0.3937850793500233,Mężczyzna,Wyższe,Praca
-1.6839605104703768,1.0955293517123683,-1.0026529101934014,0.7400129404903402,Mężczyzna,Wyższe,Rozrywka
-1.6839605104703768,1.733709330394761,0.8038996583615926,1.0747763029174013,Kobieta,Podstawowe,Rozrywka
1.3014406836635994,-1.6448650661644382,-1.2433284990962872,-0.7045138973798559,Kobieta,Podstawowe,Praca
-0.2561599393628229,0.1879593441972435,-1.6147414449340738,-1.1837299435939368,Mężczyzna,Wyższe,Praca
-0.9051601989571655,-0.8070509924262211,1.0445752472644785,-1.6606530900653667,Kobieta,Podstawowe,Zakupy
0.9769405538664281,-0.88475149120033,1.4575864430360972,-0.9934192649538951,Mężczyzna,Wyższe,Inne
0.6524404240692567,-1.528517722450328,1.0742882829315012,-1.7409045810581552,Mężczyzna,Wyższe,Inne
-1.1647603027949025,0.6953532113153247,-0.004294911781431035,-1.6423098921241577,Mężczyzna,Średnie,Praca
1.6259408134607707,1.799494455618337,1.3001073540008756,-1.2639814345867255,Mężczyzna,Wyższe,Zakupy
0.3928403202315197,-1.6301698318375193,-0.6401538750557217,-0.14963215965828852,Kobieta,Wyższe,Praca
-0.9700602249165998,1.1560436486557977,1.6834055141054713,-1.208951840763099,Kobieta,Wyższe,Inne
-1.034960250876034,0.7850604682466137,1.5675246750040819,-0.3445286377836324,Kobieta,Podstawowe,Edukacja
0.5875403981098225,-1.4014164740572599,0.584023194425623,1.3590958710061385,Mężczyzna,Podstawowe,Praca
0.5875403981098225,-1.567459356444029,-0.3638226433524085,0.3456341847543501,Mężczyzna,Podstawowe,Praca
1.3014406836635994,0.01819327606225034,-1.353266731064272,0.3387554855263968,Kobieta,Wyższe,Inne
1.4961407615419022,0.19760189414375323,1.6536924784384484,-1.7317329820875509,Kobieta,Wyższe,Rozrywka
0.5226403721503883,-0.49493423815028614,-1.5404588557665164,0.3043619893866302,Kobieta,Podstawowe,Praca
1.431240735582468,-1.5404979495926747,-1.5493727664666233,-0.15192505940093962,Mężczyzna,Średnie,Inne
-1.6190604845109424,-0.19494805343408464,-1.5345162486331119,1.1825425908220033,Kobieta,Podstawowe,Rozrywka
1.3014406836635994,0.5661029507207881,-0.2568557149511259,-0.0923096660920109,Mężczyzna,Średnie,Zakupy
1.0418405798258623,-0.07711497288932881,-1.525602337933005,-0.10148126506261532,Kobieta,Średnie,Inne
0.19814024235321692,1.6514572886315322,0.23340937355475241,1.1848354905646545,Kobieta,Średnie,Praca
1.3014406836635994,-0.6019102378472905,0.8603544261289362,-1.4978572083371382,Mężczyzna,Podstawowe,Praca
1.1067406057852966,1.1553449985985296,-1.3176110882638445,-0.5233748177104186,Kobieta,Wyższe,Edukacja
0.06834019043434841,-0.9829162460822567,0.25717980208837077,1.2765514802706988,Mężczyzna,Wyższe,Zakupy
1.6259408134607707,-1.1914234916544357,-0.1439461794164388,0.5955602567033206,Mężczyzna,Wyższe,Inne
0.00344016447491415,-0.6849316790406749,1.638835960604937,-0.7962298870859,Kobieta,Średnie,Inne
-0.5806600691599942,-0.8075639253796585,-1.270070231196608,-0.5508896146222318,Mężczyzna,Podstawowe,Rozrywka
0.19814024235321692,0.25860848880686077,-0.84517382115818,0.8775869250494064,Mężczyzna,Średnie,Zakupy
-0.775360147038297,1.2033042297448981,0.7355596763274399,-1.7179755836316442,Mężczyzna,Średnie,Inne
